,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_units_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
158,383300,159,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,820.85,,Capitation,Line,
159,383300,160,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1436.12,,Capitation,Line,
160,383300,161,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1216.02,,Capitation,Line,
161,383300,162,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2275.49,,Capitation,Line,
162,383300,163,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,510.24,,Capitation,Line,
163,383300,164,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,gross,,,6697.91,,Capitation,Package,
164,383300,165,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,cash,,,6697.91,,Capitation,Package,
165,383300,166,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,min,,,435.3,,Capitation,Package,
166,383300,167,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,max,,,2275.49,,Capitation,Package,
168,383300,169,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,435.3,,Capitation,Package,
169,383300,170,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,820.85,,Capitation,Package,
170,383300,171,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1436.12,,Capitation,Package,
171,383300,172,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1216.02,,Capitation,Package,
172,383300,173,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2275.49,,Capitation,Package,
173,383300,174,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",,,,,,,14040,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,510.24,,Capitation,Package,
174,383300,175,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",,,,,,,14041,,,,,,,,,,facility,outpatient,gross,,,6204.1,,Capitation,Line,
175,383300,176,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",,,,,,,14041,,,,,,,,,,facility,outpatient,cash,,,6204.1,,Capitation,Line,
176,383300,177,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",,,,,,,14041,,,,,,,,,,facility,outpatient,gross,,,14113.54,,Capitation,Package,
177,383300,178,CPT,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",,,,,,,14041,,,,,,,,,,facility,outpatient,cash,,,14113.54,,Capitation,Package,
178,383300,179,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,gross,,,4441.55,,Capitation,Line,
179,383300,180,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,cash,,,4441.55,,Capitation,Line,
180,383300,181,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,min,,,632.74,,Capitation,Line,
181,383300,182,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,max,,,632.74,,Capitation,Line,
183,383300,184,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,632.74,,Capitation,Line,
184,383300,185,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,gross,,,5095.43,,Capitation,Package,
185,383300,186,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,cash,,,5095.43,,Capitation,Package,
186,383300,187,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,min,,,632.74,,Capitation,Package,
187,383300,188,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,max,,,632.74,,Capitation,Package,
189,383300,190,CPT,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15004,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,632.74,,Capitation,Package,
190,383300,191,CPT,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15120,,,,,,,,,,facility,outpatient,gross,,,4136.06,,Capitation,Line,
191,383300,192,CPT,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15120,,,,,,,,,,facility,outpatient,cash,,,4136.06,,Capitation,Line,
192,383300,193,CPT,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15120,,,,,,,,,,facility,outpatient,gross,,,13260.14,,Capitation,Package,
193,383300,194,CPT,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",,,,,,,15120,,,,,,,,,,facility,outpatient,cash,,,13260.14,,Capitation,Package,
194,383300,195,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,gross,,,4589.34,,Capitation,Line,
195,383300,196,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,cash,,,4589.34,,Capitation,Line,
196,383300,197,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,min,,,1075.09,,Capitation,Line,
197,383300,198,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,max,,,2813,,Capitation,Line,
199,383300,200,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,1641.7,,Capitation,Line,
200,383300,201,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1774.84,,Capitation,Line,
201,383300,202,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,2813,,Capitation,Line,
202,383300,203,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2583.74,,Capitation,Line,
203,383300,204,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,1075.09,,Capitation,Line,
204,383300,205,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,gross,,,5295.29,,Capitation,Package,
205,383300,206,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,cash,,,5295.29,,Capitation,Package,
206,383300,207,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,min,,,1075.09,,Capitation,Package,
207,383300,208,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,max,,,2813,,Capitation,Package,
209,383300,210,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,1641.7,,Capitation,Package,
210,383300,211,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1774.84,,Capitation,Package,
211,383300,212,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,2813,,Capitation,Package,
212,383300,213,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2583.74,,Capitation,Package,
213,383300,214,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",,,,,,,15240,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,1075.09,,Capitation,Package,
214,383300,215,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",,,,,,,15241,,,,,,,,,,facility,outpatient,gross,,,4136.06,,Capitation,Line,
215,383300,216,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",,,,,,,15241,,,,,,,,,,facility,outpatient,cash,,,4136.06,,Capitation,Line,
216,383300,217,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",,,,,,,15241,,,,,,,,,,facility,outpatient,min,,,208.95,,Capitation,Line,
217,383300,218,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",,,,,,,15241,,,,,,,,,,facility,outpatient,max,,,208.95,,Capitation,Line,
219,383300,220,CPT,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",,,,,,,15241,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,208.95,,Capitation,Line,
220,383300,221,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,gross,,,6270.08,,Capitation,Line,
221,383300,222,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,cash,,,6270.08,,Capitation,Line,
222,383300,223,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,min,,,225.75,,Capitation,Line,
223,383300,224,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,max,,,225.75,,Capitation,Line,
225,383300,226,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,225.75,,Capitation,Line,
226,383300,227,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,gross,,,13146.21,,Capitation,Package,
227,383300,228,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,cash,,,13146.21,,Capitation,Package,
228,383300,229,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,min,,,225.75,,Capitation,Package,
229,383300,230,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,max,,,225.75,,Capitation,Package,
231,383300,232,CPT,SELF SOFT TISSUE GRAFT,,,,,,,15769,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,225.75,,Capitation,Package,
232,383300,233,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,gross,,,7186.79,,Capitation,Line,
233,383300,234,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,cash,,,7186.79,,Capitation,Line,
234,383300,235,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,min,,,5080.33,,Capitation,Line,
235,383300,236,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,max,,,5080.33,,Capitation,Line,
237,383300,238,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,5080.33,,Capitation,Line,
238,383300,239,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,gross,,,7739.16,,Capitation,Package,
239,383300,240,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,cash,,,7739.16,,Capitation,Package,
240,383300,241,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,min,,,5080.33,,Capitation,Package,
241,383300,242,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,max,,,5080.33,,Capitation,Package,
243,383300,244,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",,,,,,,15771,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,5080.33,,Capitation,Package,
244,383300,245,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",,,,,,,15772,,,,,,,,,,facility,outpatient,gross,,,4576.06,,Capitation,Line,
245,383300,246,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",,,,,,,15772,,,,,,,,,,facility,outpatient,cash,,,4576.06,,Capitation,Line,
246,383300,247,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",,,,,,,15772,,,,,,,,,,facility,outpatient,min,,,266.59,,Capitation,Line,
247,383300,248,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",,,,,,,15772,,,,,,,,,,facility,outpatient,max,,,266.59,,Capitation,Line,
249,383300,250,CPT,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",,,,,,,15772,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,266.59,,Capitation,Line,
250,383300,251,CPT,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,,,,,,,17250,,,,,,,,,,facility,outpatient,gross,,,364.4,,Capitation,Line,
251,383300,252,CPT,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,,,,,,,17250,,,,,,,,,,facility,outpatient,cash,,,364.4,,Capitation,Line,
252,383300,253,CPT,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,,,,,,,17250,,,,,,,,,,facility,outpatient,gross,,,372.3,,Capitation,Package,
253,383300,254,CPT,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,,,,,,,17250,,,,,,,,,,facility,outpatient,cash,,,372.3,,Capitation,Package,
254,383300,255,CPT,"OTHER PROCEDURE ON SKIN, MUCOUS MEMBRANE, AND TISSUE",,,,,,,17999,,,,,,,,,,facility,outpatient,gross,,,11088.2,,Capitation,Line,
255,383300,256,CPT,"OTHER PROCEDURE ON SKIN, MUCOUS MEMBRANE, AND TISSUE",,,,,,,17999,,,,,,,,,,facility,outpatient,cash,,,11088.2,,Capitation,Line,
256,383300,257,CPT,"OTHER PROCEDURE ON SKIN, MUCOUS MEMBRANE, AND TISSUE",,,,,,,17999,,,,,,,,,,facility,outpatient,gross,,,11485.79,,Capitation,Package,
257,383300,258,CPT,"OTHER PROCEDURE ON SKIN, MUCOUS MEMBRANE, AND TISSUE",,,,,,,17999,,,,,,,,,,facility,outpatient,cash,,,11485.79,,Capitation,Package,
258,383300,259,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,gross,,,11088.2,,Capitation,Line,
259,383300,260,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,cash,,,11088.2,,Capitation,Line,
260,383300,261,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,min,,,5235.15,,Capitation,Line,
261,383300,262,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,max,,,5235.15,,Capitation,Line,
263,383300,264,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,5235.15,,Capitation,Line,
264,383300,265,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,gross,,,15610.84,,Capitation,Package,
265,383300,266,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,cash,,,15610.84,,Capitation,Package,
266,383300,267,CPT,RECONSTRUCTION OF BREAST USING TISSUE EXPANDER,,,,,,,19357,,,,,,,,,,facility,outpatient,min,,,5235.15,,Capitation,Package,
