,Hospital,Procedure Code,HCPCS,Code Code,Procedure Name,Affiliation,Cost
205,Legacy Good Samaritan Medical Center,360,32556,CDM Revenue Code,HC PLEURAL DRAIN PERC/CATH INSERT (NO IMAGING GUIDANCE),Normal Price,"2,338"
206,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC EPISTAXIS CAUTERY,Normal Price,324
207,Legacy Good Samaritan Medical Center,360,62350,CDM Revenue Code,HC EPIDURAL INSERTION,Normal Price,"7,197"
208,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC WOUND DEBRIDEMENT,Normal Price,329
209,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC PERITONEAL LAVAGE,Normal Price,698
210,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC LACERATION REPAIR,Normal Price,416
211,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC REMOVAL PERCUTANEOUS VAD/RVAD,Normal Price,"1,244"
212,Legacy Good Samaritan Medical Center,360,38206,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT STEM CELL COLLECTION,Normal Price,"2,740"
213,Legacy Good Samaritan Medical Center,360,38207,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT STEM CELL PROCESS/CRYOPRESERVATION,Normal Price,"7,813"
214,Legacy Good Samaritan Medical Center,360,38208,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT THAW AND PREPARATION STEM CELLS,Normal Price,529
215,Legacy Good Samaritan Medical Center,311,88182,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT CD 34,Normal Price,437
216,Legacy Good Samaritan Medical Center,761,86999,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT WEEKEND COLLECTION,Normal Price,417
217,Legacy Good Samaritan Medical Center,761,86999,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT POSTPONED,Normal Price,531
218,Legacy Good Samaritan Medical Center,360,38205,CDM Revenue Code,HC ALLOGENEIC DONOR HCT/P COLLECTION,Normal Price,"4,556"
219,Legacy Good Samaritan Medical Center,360,38230,CDM Revenue Code,HC ALLOGENEIC DONOR BONE MARROW HARVEST,Normal Price,"5,260"
220,Legacy Good Samaritan Medical Center,311,88182,CDM Revenue Code,HC ALLOGENEIC DONOR CD 34,Normal Price,437
221,Legacy Good Samaritan Medical Center,761,86999,CDM Revenue Code,HC ALLOGENEIC DONOR WEEKEND COLLECTION,Normal Price,401
222,Legacy Good Samaritan Medical Center,360,38232,CDM Revenue Code,HC AUTOLOGOUS RECIPIENT BONE MARROW HARVEST,Normal Price,"5,786"
223,Legacy Good Samaritan Medical Center,771,90471,CDM Revenue Code,HC INJECTION IMMUNIZATION INITIAL,Normal Price,95
224,Legacy Good Samaritan Medical Center,771,90472,CDM Revenue Code,HC INJECTION IMMUNIZATION SUBSEQUENT,Normal Price,47
225,Legacy Good Samaritan Medical Center,771,90471,CDM Revenue Code,HC INJECTION HEP-B INITIAL,Normal Price,95
226,Legacy Good Samaritan Medical Center,771,90472,CDM Revenue Code,HC INJECTION HEP-B SUBSEQUENT,Normal Price,47
227,Legacy Good Samaritan Medical Center,771,90471,CDM Revenue Code,HC INJECTION INFLUENZA INITIAL,Normal Price,95
228,Legacy Good Samaritan Medical Center,771,90472,CDM Revenue Code,HC INJECTION INFLUENZA SUBSEQUENT,Normal Price,47
229,Legacy Good Samaritan Medical Center,771,90471,CDM Revenue Code,HC INJECTION PNEUMOCOCCAL INITIAL,Normal Price,95
230,Legacy Good Samaritan Medical Center,771,90472,CDM Revenue Code,HC INJECTION PNEUMOCOCCAL SUBSEQUENT,Normal Price,47
231,Legacy Good Samaritan Medical Center,771,0001A,CDM Revenue Code,HC ADM SARSCOV2 30MCG/0.3ML PFIZER 1ST DOSE,Normal Price,63
232,Legacy Good Samaritan Medical Center,771,0002A,CDM Revenue Code,HC ADM SARSCOV2 30MCG/0.3ML PFIZER 2ND DOSE,Normal Price,63
233,Legacy Good Samaritan Medical Center,771,0011A,CDM Revenue Code,HC ADM SARSCOV2 100MCG/0.5ML MODERNA 1ST DOSE,Normal Price,63
234,Legacy Good Samaritan Medical Center,771,0012A,CDM Revenue Code,HC ADM SARSCOV2 100MCG/0.5ML MODERNA 2ND DOSE,Normal Price,63
235,Legacy Good Samaritan Medical Center,771,M0249,CDM Revenue Code,HC IV ADM TOCILIZUMAB COVID-19 1ST DOSE,Normal Price,450
236,Legacy Good Samaritan Medical Center,771,M0250,CDM Revenue Code,HC IV ADM TOCILIZUMAB COVID-19 2ND DOSE,Normal Price,450
237,Legacy Good Samaritan Medical Center,771,M0240,CDM Revenue Code,HC IV ADM CASIRIVIMAB/IMDEVIMAB COVID 19 SUBQ DOSE,Normal Price,450
238,Legacy Good Samaritan Medical Center,771,M0243,CDM Revenue Code,HC IV ADM CASIRIVIMAB/IMDEVIMAB COVID 19 INITIAL DOSE,Normal Price,450
239,Legacy Good Samaritan Medical Center,771,M0247,CDM Revenue Code,HC IV ADM SOTROVIMAB COVID 19,Normal Price,506
240,Legacy Good Samaritan Medical Center,771,M0220,CDM Revenue Code,HC INJ ADM TIXAGEVIMAB/CILGAVIMAB COVID 19,Normal Price,169
241,Legacy Good Samaritan Medical Center,771,M0222,CDM Revenue Code,HC INJ ADM BEBTELOVIMAB POST ADMIN MONITOR COVID 19,Normal Price,394
242,Legacy Good Samaritan Medical Center,771,0111A,CDM Revenue Code,HC ADM SARSCOV2 25MCG/0.25ML MODERNA 6 MO-4 YRS 1ST DOSE,Normal Price,N/A
243,Legacy Good Samaritan Medical Center,771,0112A,CDM Revenue Code,HC ADM SARSCOV2 25MCG/0.25ML MODERNA 6 MO-4 YRS 2ND DOSE,Normal Price,N/A
244,Legacy Good Samaritan Medical Center,771,0113A,CDM Revenue Code,HC ADM SARSCOV2 25MCG/0.25ML MODERNA 6 MO-4 YRS 3RD DOSE,Normal Price,67
245,Legacy Good Samaritan Medical Center,771,0124A,CDM Revenue Code,HC ADM SARSCOV2 30 MCG/0.3 ML PFIZER BIVALENT BOOSTER DOSE 12YRS+,Normal Price,67
246,Legacy Good Samaritan Medical Center,771,0134A,CDM Revenue Code,HC ADM SARSCOV2 50 MCG/0.5 ML MODERNA BIVALENT BOOSTER DOSE 18YRS+,Normal Price,67
247,Legacy Good Samaritan Medical Center,771,0144A,CDM Revenue Code,HC ADM SARSCOV2 25 MCG/0.25 ML MODERNA BIVALENT BOOSTER DOSE 6-11YRS,Normal Price,67
248,Legacy Good Samaritan Medical Center,771,0154A,CDM Revenue Code,HC ADM SARSCOV2 10 MCG/0.2 ML PFIZER BIVALENT BOOSTER DOSE 5-11YRS,Normal Price,67
249,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC ECMO INITIATION INTERDPT,Normal Price,"8,847"
250,Legacy Good Samaritan Medical Center,942,97802,CDM Revenue Code,HC MEDICAL NUTRITION INITIAL 15,Normal Price,69
251,Legacy Good Samaritan Medical Center,942,97803,CDM Revenue Code,HC MEDICAL NUTRITION RE-ASSESS 15,Normal Price,69
252,Legacy Good Samaritan Medical Center,922,-1,CDM Revenue Code,HC NCH EMG CPT NOTE,Normal Price,N/A
253,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT NEW LVL 3 LACTATION,Normal Price,206
254,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT NEW LEVEL 1 LACTATION,Normal Price,153
255,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT NEW LVL 4 LACTATION,Normal Price,237
256,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT NEW LVL 2 LACTATION,Normal Price,178
257,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT NEW LVL 5 LACTATION,Normal Price,273
258,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT ESTB LVL 1 LACTATION,Normal Price,133
259,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT ESTB LVL 3 LACTATION,Normal Price,179
260,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT ESTB LVL 5 LACTATION,Normal Price,237
261,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT ESTB LVL 4 LACTATION,Normal Price,206
262,Legacy Good Samaritan Medical Center,510,G0463,CDM Revenue Code,HC VISIT ESTB LVL 2 LACTATION,Normal Price,155
263,Legacy Good Samaritan Medical Center,940,-1,CDM Revenue Code,HC LACT CONS IP 1ST 30 MIN,Normal Price,109
264,Legacy Good Samaritan Medical Center,940,-1,CDM Revenue Code,HC LACT CONS IP ADDL 30 MIN,Normal Price,109
265,Legacy Good Samaritan Medical Center,731,93225,CDM Revenue Code,HC HOLTER CONNECT-RECORD-DISCONNECT,Normal Price,588
266,Legacy Good Samaritan Medical Center,730,93242,CDM Revenue Code,HC LONG TERM HOLTER CONNECT 48HR - 7D,Normal Price,588
267,Legacy Good Samaritan Medical Center,730,93246,CDM Revenue Code,HC LONG TERM HOLTER CONNECT 7D - 15 D,Normal Price,588
268,Legacy Good Samaritan Medical Center,460,94070,CDM Revenue Code,HC PFT METHACHOLINE CHALLENG,Normal Price,"1,219"
269,Legacy Good Samaritan Medical Center,460,94726,CDM Revenue Code,HC PULMONARY PLETHYSMOGRAPHY,Normal Price,739
270,Legacy Good Samaritan Medical Center,976,94726,CDM Revenue Code,HC PHY PULMONARY PLETHYSMOGRAPHY,Normal Price,93
271,Legacy Good Samaritan Medical Center,460,94727,CDM Revenue Code,"HC GAS DILUTION/WASHOUT DETERMINE LUNG VOL, DISTRIB",Normal Price,703
272,Legacy Good Samaritan Medical Center,976,94727,CDM Revenue Code,"HC PHY GAS DILUTION/WASHOUT DETERMINE LUNG VOL, DISTRIB",Normal Price,93
273,Legacy Good Samaritan Medical Center,985,93227,CDM Revenue Code,HC PHY HOLTER INTERPRETATION,Normal Price,199
274,Legacy Good Samaritan Medical Center,985,93272,CDM Revenue Code,HC PHY REVIEW/INTERP EVENT MONITOR>48HRS,Normal Price,143
275,Legacy Good Samaritan Medical Center,960,94070,CDM Revenue Code,HC PHY PFT INTERP METHACHOLINE,Normal Price,306
276,Legacy Good Samaritan Medical Center,985,93244,CDM Revenue Code,HC PHY LONG TERM HOLTER CONNECT 48HR - 7D,Normal Price,249
277,Legacy Good Samaritan Medical Center,985,93248,CDM Revenue Code,HC PHY LONG TERM HOLTER CONNECT 7D - 15 D,Normal Price,249
278,Legacy Good Samaritan Medical Center,731,93270,CDM Revenue Code,HC EKG RECORD HOOKUP DISCONNECT EXP >48 HRS,Normal Price,435
279,Legacy Good Samaritan Medical Center,460,94621,CDM Revenue Code,HC CARDIOPULMONARY EXERCISE TESTING,Normal Price,"2,433"
280,Legacy Good Samaritan Medical Center,460,94619,CDM Revenue Code,HC EXERCISE TEST FOR BRONCHOSPASM,Normal Price,405
281,Legacy Good Samaritan Medical Center,460,94618,CDM Revenue Code,HC PULMONARY STRESS TESTING,Normal Price,405
282,Legacy Good Samaritan Medical Center,985,93308,CDM Revenue Code,HC PHY ECHO 2D M MODE LMTD,Normal Price,302
283,Legacy Good Samaritan Medical Center,976,94621,CDM Revenue Code,HC PHY CARDIOPUMONARY EXERCISE TESTING,Normal Price,306
284,Legacy Good Samaritan Medical Center,976,94619,CDM Revenue Code,HC PHY EXERCISE TEST FOR BRONCHOSPASM,Normal Price,136
285,Legacy Good Samaritan Medical Center,976,94618,CDM Revenue Code,HC PHY PULMONARY STRESS TESTING,Normal Price,136
286,Legacy Good Samaritan Medical Center,731,93278,CDM Revenue Code,HC EKG SIGNAL AVERAGED,Normal Price,642
287,Legacy Good Samaritan Medical Center,985,93351,CDM Revenue Code,HC PHY ECHO STRESS,Normal Price,849
288,Legacy Good Samaritan Medical Center,460,94010,CDM Revenue Code,HC PFT SPIROMETRY,Normal Price,329
289,Legacy Good Samaritan Medical Center,976,94010,CDM Revenue Code,HC PHY PFT SPIROMETRY,Normal Price,95
290,Legacy Good Samaritan Medical Center,460,94060,CDM Revenue Code,HC PFT SPIROMETRY PRE & POST,Normal Price,706
291,Legacy Good Samaritan Medical Center,985,93278,CDM Revenue Code,HC PHY EKG SIGNAL AVERAGED,Normal Price,241
292,Legacy Good Samaritan Medical Center,730,93005,CDM Revenue Code,HC EKG,Normal Price,354
293,Legacy Good Samaritan Medical Center,976,94060,CDM Revenue Code,HC PHY PFT SPIRO PRE & POST,Normal Price,149
294,Legacy Good Samaritan Medical Center,460,94729,CDM Revenue Code,HC PFT DLCO,Normal Price,476
295,Legacy Good Samaritan Medical Center,976,94729,CDM Revenue Code,HC PHY PFT DLCO,Normal Price,125
296,Legacy Good Samaritan Medical Center,985,93010,CDM Revenue Code,HC PHY EKG INTERPRETATION,Normal Price,62
297,Legacy Good Samaritan Medical Center,482,93017,CDM Revenue Code,HC EST CARDIAC STRESS TEST,Normal Price,741
298,Legacy Good Samaritan Medical Center,730,93041,CDM Revenue Code,HC EKG RHYTHM STRIP,Normal Price,234
299,Legacy Good Samaritan Medical Center,483,93351,CDM Revenue Code,HC ECHO STRESS,Normal Price,"2,815"
300,Legacy Good Samaritan Medical Center,483,93303,CDM Revenue Code,HC ECHO 2D M MODE CONGEN,Normal Price,"1,983"
301,Legacy Good Samaritan Medical Center,985,93321,CDM Revenue Code,HC PHY ECHO DOPPLER LMTD,Normal Price,143
302,Legacy Good Samaritan Medical Center,483,93308,CDM Revenue Code,HC ECHO 2D M MODE LMTD,Normal Price,"1,032"
303,Legacy Good Samaritan Medical Center,483,93304,CDM Revenue Code,HC ECHO 2D M MODE CONGEN LTD,Normal Price,"1,291"
304,Legacy Good Samaritan Medical Center,483,93320,CDM Revenue Code,HC ECHO DOPPLER,Normal Price,"1,791"
305,Legacy Good Samaritan Medical Center,483,93321,CDM Revenue Code,HC ECHO DOPPLER LMTD,Normal Price,389
306,Legacy Good Samaritan Medical Center,483,93312,CDM Revenue Code,HC ECHO TEE,Normal Price,"1,933"
307,Legacy Good Samaritan Medical Center,483,93317,CDM Revenue Code,HC ECHO TEE CONGEN,Normal Price,"1,933"
308,Legacy Good Samaritan Medical Center,483,93355,CDM Revenue Code,HC ECHO TEE GUIDANCE FOR TRANSCATH INTERVENTIONS,Normal Price,"3,165"
309,Legacy Good Samaritan Medical Center,483,93318,CDM Revenue Code,HC ECHO TEE FOR MONITORING,Normal Price,"2,899"
310,Legacy Good Samaritan Medical Center,985,93312,CDM Revenue Code,HC PHY ECHO TEE INTERP/PROBE PLACEMENT,Normal Price,849
311,Legacy Good Samaritan Medical Center,483,93306,CDM Revenue Code,HC ECHO TTE W/DOPPLER,Normal Price,"2,510"
312,Legacy Good Samaritan Medical Center,985,93306,CDM Revenue Code,HC PHY ECHO TTE W/DOPPLER,Normal Price,740
313,Legacy Good Samaritan Medical Center,483,93356,CDM Revenue Code,HC MYOCARD STRAIN IMG W/SPECKLE TRCKING,Normal Price,85
314,Legacy Good Samaritan Medical Center,483,C8921,CDM Revenue Code,HC ECHO 2D M MODE CONGEN W/CONTRAST,Normal Price,"2,237"
315,Legacy Good Samaritan Medical Center,483,C8922,CDM Revenue Code,HC ECHO 2D M MODE CONGEN LTD W/CONTRAST,Normal Price,"1,091"
316,Legacy Good Samaritan Medical Center,483,C8924,CDM Revenue Code,HC ECHO 2D M MODE LMTD W/CONTRAST,Normal Price,"1,266"
317,Legacy Good Samaritan Medical Center,483,C8925,CDM Revenue Code,HC ECHO TEE W/CONTRAST,Normal Price,"2,190"
318,Legacy Good Samaritan Medical Center,483,C8929,CDM Revenue Code,HC ECHO TTE W/DOPPLER AND CONTRAST,Normal Price,"2,726"
319,Legacy Good Samaritan Medical Center,483,C8930,CDM Revenue Code,HC ECHO STRESS W/CONTRAST,Normal Price,"3,069"
320,Legacy Good Samaritan Medical Center,483,93303,CDM Revenue Code,HC ECHO 2D M MODE CONGEN AND BUBBLE,Normal Price,"1,983"
321,Legacy Good Samaritan Medical Center,483,93304,CDM Revenue Code,HC ECHO 2D M MODE CONGEN LTD AND BUBBLE,Normal Price,"1,291"
322,Legacy Good Samaritan Medical Center,483,93306,CDM Revenue Code,HC ECHO TTE W/DOPPLER AND BUBBLE,Normal Price,"2,510"
323,Legacy Good Samaritan Medical Center,483,93308,CDM Revenue Code,HC ECHO 2D M MODE LMTD AND BUBBLE,Normal Price,"1,032"
324,Legacy Good Samaritan Medical Center,483,93312,CDM Revenue Code,HC ECHO TEE AND BUBBLE,Normal Price,"1,933"
325,Legacy Good Samaritan Medical Center,483,93350,CDM Revenue Code,HC ECHO STRESS 2D M MODE,Normal Price,"2,392"
326,Legacy Good Samaritan Medical Center,985,93350,CDM Revenue Code,HC PHY ECHO STRESS 2D M MODE,Normal Price,722
327,Legacy Good Samaritan Medical Center,985,93228,CDM Revenue Code,HC PHY MCT INTERPRETATION,Normal Price,199
328,Legacy Good Samaritan Medical Center,483,93325,CDM Revenue Code,HC ECHO DOPPLER COLOR FLOW,Normal Price,816
329,Legacy Good Samaritan Medical Center,985,93325,CDM Revenue Code,HC PHY ECHO DOPPLER COLOR FLOW,Normal Price,17
330,Legacy Good Samaritan Medical Center,480,93319,CDM Revenue Code,HC ECH 3D IMG CONGEN CARD ANOMALY,Normal Price,126
331,Legacy Good Samaritan Medical Center,482,93017,CDM Revenue Code,HC CPC EST CARDIAC STRESS TEST,Normal Price,741
332,Legacy Good Samaritan Medical Center,402,76942,CDM Revenue Code,HC US GUIDANCE NEEDLE PLACEMENT,Normal Price,"1,119"
333,Legacy Good Samaritan Medical Center,402,76965,CDM Revenue Code,HC US GUIDANCE INTERSTITIAL RADIOELEME,Normal Price,"1,799"
334,Legacy Good Samaritan Medical Center,402,76873,CDM Revenue Code,HC TRANSRECTAL US VOLUME STUDY,Normal Price,892
335,Legacy Good Samaritan Medical Center,820,90935,CDM Revenue Code,HC HEMO PER RUN CC ALL AGES,Normal Price,"3,993"
336,Legacy Good Samaritan Medical Center,820,90935,CDM Revenue Code,HC HEMODIALYSIS PER-RUN ADLT,Normal Price,"3,993"
337,Legacy Good Samaritan Medical Center,360,0692T,CDM Revenue Code,HC PURE ULTRAFILTRATION,Normal Price,"2,115"
338,Legacy Good Samaritan Medical Center,761,36514,CDM Revenue Code,HC APHERESIS PLASMA PER RUN,Normal Price,"6,744"
339,Legacy Good Samaritan Medical Center,761,36512,CDM Revenue Code,HC THERAPEUTIC APHERESIS RBC PER RUN,Normal Price,"6,744"
340,Legacy Good Samaritan Medical Center,820,90954,CDM Revenue Code,HC HEMODIALYSIS PER RUN 2-11,Normal Price,"2,767"
341,Legacy Good Samaritan Medical Center,820,90957,CDM Revenue Code,HC HEMODIALYSIS-PER RUN 12-19,Normal Price,"2,767"
342,Legacy Good Samaritan Medical Center,880,90945,CDM Revenue Code,HC CRRT DAILY,Normal Price,"2,005"
343,Legacy Good Samaritan Medical Center,880,90999,CDM Revenue Code,HC MISC DIALYSIS PROCEDURE,Normal Price,1
344,Legacy Good Samaritan Medical Center,460,94762,CDM Revenue Code,HC OVERNIGHT PULSE OXIMETRY STUDY,Normal Price,416
345,Legacy Good Samaritan Medical Center,920,36600,CDM Revenue Code,HC ABG DRAW,Normal Price,235
346,Legacy Good Samaritan Medical Center,460,94150,CDM Revenue Code,HC VITAL CAPACITY,Normal Price,266
347,Legacy Good Samaritan Medical Center,410,99465,CDM Revenue Code,HC NEWBORN RESUS PPV W OR WO CPR,Normal Price,652
348,Legacy Good Samaritan Medical Center,410,94664,CDM Revenue Code,HC INSTRUCT/EVAL NEB MDI AEROSOL,Normal Price,302
349,Legacy Good Samaritan Medical Center,410,31500,CDM Revenue Code,HC PATIENT INTUBATION,Normal Price,891
350,Legacy Good Samaritan Medical Center,410,94002,CDM Revenue Code,HC VDR 1ST DAY,Normal Price,"3,298"
351,Legacy Good Samaritan Medical Center,410,94003,CDM Revenue Code,HC VDR SUBSEQUENT DAY,Normal Price,"2,749"
352,Legacy Good Samaritan Medical Center,360,-1,CDM Revenue Code,HC RT BRONCHOSCOPY ASSIST,Normal Price,"1,184"
353,Legacy Good Samaritan Medical Center,460,94681,CDM Revenue Code,HC METABOLIC STUDY,Normal Price,711
354,Legacy Good Samaritan Medical Center,410,94644,CDM Revenue Code,HC 1ST HOUR CONTINUOUS AEROSOL,Normal Price,256
355,Legacy Good Samaritan Medical Center,410,94645,CDM Revenue Code,HC ADDTL HOUR CONTINUOUS AEROSOL,Normal Price,214
356,Legacy Good Samaritan Medical Center,460,94610,CDM Revenue Code,HC SURFACTANT ADMINISTRATION,Normal Price,373
357,Legacy Good Samaritan Medical Center,410,94640,CDM Revenue Code,HC IPV NEBULIZER,Normal Price,319
358,Legacy Good Samaritan Medical Center,410,94669,CDM Revenue Code,HC TX VEST PHYSIOTHERAPY,Normal Price,233
359,Legacy Good Samaritan Medical Center,410,94660,CDM Revenue Code,HC BUBBLE CPAP NEONATAL 1ST DAY,Normal Price,"2,061"
360,Legacy Good Samaritan Medical Center,410,94002,CDM Revenue Code,HC VENTILATOR 1ST DAY,Normal Price,"2,661"
361,Legacy Good Samaritan Medical Center,410,94003,CDM Revenue Code,HC VENTILATOR SUBSEQUENT DAY,Normal Price,"2,528"
362,Legacy Good Samaritan Medical Center,410,94002,CDM Revenue Code,HC OSCILLATOR 1ST DAY,Normal Price,"3,298"
363,Legacy Good Samaritan Medical Center,410,94003,CDM Revenue Code,HC OSCILLATOR SUBSEQUENT DAY,Normal Price,"2,749"
364,Legacy Good Samaritan Medical Center,410,94799,CDM Revenue Code,HC BRONCH HYGIENE PEP OPEP PAP INITIAL,Normal Price,329
365,Legacy Good Samaritan Medical Center,410,94799,CDM Revenue Code,HC BRONCH HYGIENE PEP OPEP PAP SUBSEQUENT,Normal Price,206
366,Legacy Good Samaritan Medical Center,410,94660,CDM Revenue Code,HC HOME CPAP BIPAP W/O O2 DAILY,Normal Price,227
367,Legacy Good Samaritan Medical Center,410,94660,CDM Revenue Code,HC CPAP/BIPAP 1ST DAY,Normal Price,"1,455"
368,Legacy Good Samaritan Medical Center,410,94660,CDM Revenue Code,HC CPAP/BIPAP SUBSEQUENT DAY,Normal Price,"1,089"
369,Legacy Good Samaritan Medical Center,460,94452,CDM Revenue Code,HC HIGH ALTITUDE SIMULATION TEST W/O O2,Normal Price,380
370,Legacy Good Samaritan Medical Center,460,94453,CDM Revenue Code,HC HIGH ALTITUDE SIMULATION TEST WITH O2,Normal Price,485
371,Legacy Good Samaritan Medical Center,410,94640,CDM Revenue Code,HC TX SUBS PRESS/NONPRESS INHALATION,Normal Price,140
372,Legacy Good Samaritan Medical Center,410,94640,CDM Revenue Code,HC TX INITIAL PRESS/NONPRESS INHALATION,Normal Price,304
373,Legacy Good Samaritan Medical Center,410,94640,CDM Revenue Code,HC AERO TNT HOOD MSK DAILY,Normal Price,"1,316"
374,Legacy Good Samaritan Medical Center,410,94799,CDM Revenue Code,HC HIGH FLOW NASAL CANNULA DAILY,Normal Price,"1,510"
375,Legacy Good Samaritan Medical Center,460,94799,CDM Revenue Code,HC TRANSCUTANEOUS CARBON DIOXIDE DAILY,Normal Price,"2,505"
376,Legacy Good Samaritan Medical Center,460,94799,CDM Revenue Code,HC TRANSCUTANEOUS CARBON DIOXIDE SLEEP LAB,Normal Price,604
377,Legacy Good Samaritan Medical Center,976,94452,CDM Revenue Code,HC PHY HIGH ALT SIM TEST W/O O2,Normal Price,76
378,Legacy Good Samaritan Medical Center,976,94453,CDM Revenue Code,HC PHY HIGH ALT SIM TEST WITH O2,Normal Price,100
379,Legacy Good Samaritan Medical Center,460,94799,CDM Revenue Code,HC PFT MIP AND MEP,Normal Price,266
380,Legacy Good Samaritan Medical Center,802,90947,CDM Revenue Code,HC PERITONEAL DIALYSIS MANUAL DLY PICU,Normal Price,"2,390"
