Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,Commercial-Commercial other,Absolute Total Care-Medicaid HMO,Advanced Health-Commercial other,Aetna-Commercial HMO/POS,Aetna-Commercial other,Aetna-Commercial PPO/Open Access,Aetna Better Health-Medicaid HMO,Aetna-Medicare Advantage HMO,Aither Health-Commercial other,Alliant-Commercial other,Allied-Commercial other,Allied Benefit Systm-Commercial other,Allied National-Commercial other,Allways Health-Medicaid HMO,Alohacare-Medicaid HMO,Ambetter-Commercial other,Amerigroup-Medicaid HMO,Amerihealth-Medicaid HMO,Anthem-Commercial other,Asuris NW Health-Commercial other,Group Admin-Commercial other,BCBS of MA-Commercial other,BCBS of TX-Medicaid HMO,Benefit Admin System-Commercial other,BCBS-Commercial other,BCBS of IL-Commercial other,BCBS of NC-Commercial other,Blue Cross of CA-Commercial other,BCBS of MN-Commercial other,Blue Shield of CA-Commercial other,BCBS of SC-Commercial other,BCBS of TX-Commercial other,Boon Admin System-Commercial other,BMC HealthNet-Medicaid HMO,Bright Health-Commercial other,Buckeye-Medicaid HMO,CA Hlth and Wellness-Medicaid HMO,Capital District-Medicaid HMO,CareOregon-Medicaid HMO,Caresource-Medicaid HMO,Centivo-Commercial other,Cigna-Commercial other,Cigna-Commercial HMO/POS,Cigna-Commercial PPO/Open Access,Commonwealth of MA-Medicaid HMO,Community Health-Medicaid HMO,Coordinated Care-Medicaid HMO,Countycare-Medicaid HMO,Driscoll-Medicaid HMO,Fidelis Care NY-Medicaid HMO,First Choice-Medicaid HMO,Gateway Health-Medicaid HMO,Geisinger-Commercial other,United Healthcare-Commercial other,Harvard Pilgrim-Medicaid HMO,HMSA-Commercial other,Health Alliance-Medicaid HMO,HealthNet-Commercial other,Health New England-Medicaid HMO,HP of Nevada-Medicaid HMO,HP of San Joaquin-Medicaid HMO,HealthChoice-Medicaid HMO,HealthPartners-Medicaid HMO,Healthy Blue-Medicaid HMO,Highmark-Commercial other,Hills Physicians-Medicaid HMO,Home State Health-Medicaid HMO,Horizon BCBS-Commercial other,Humana-Medicaid HMO,Humana-Medicare Advantage HMO,IBEW Local-Commercial other,Independence-Commercial other,Intercommunity-Medicaid HMO,Kaiser Foundation-Commercial other,Keystone First-Medicaid HMO,Premera-Commercial other,LA Hlthcre Connect-Medicaid HMO,Managed Health-Medicaid HMO,Medica-Commercial other,Medical Mutual Ohio-Commercial other,Meridian-Medicaid HMO,MODA-Medicaid HMO,Molina Healthcare-Medicaid HMO,ODS-Medicaid HMO,Ohana Health Plan-Medicaid HMO,Oxford-Commercial HMO/POS,Pacific Source-Medicaid HMO,Partnership HP of CA-Medicaid HMO,Providence-Commercial other,Regence BCBS-Commercial other,Samaritan-Commercial other,Select Health of SC-Medicaid HMO,Sunflower State-Medicaid HMO,Superior Health-Medicaid HMO,Sutter-Commercial other,Texas Childrens-Medicaid HMO,Bluegrass Family-Commercial other,Tufts-Medicaid HMO,United Healthcare-Commercial HMO/POS,United Healthcare-Commercial PPO/Open Access,United Healthcare-Medicaid HMO,Univ Health Alliance-Commercial other,UPMC-Commercial other,Wellcare-Medicaid HMO,
11760,REPAIR OF FINGERNAIL OR TOENAIL BED,Outpatient,Package,7653.65,7653.65,76.23,3652.85,1573.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3652.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,992,N/A,N/A,N/A,N/A,N/A,
11960,INSERTION OF TISSUE EXPANDER,Outpatient,Line,6204.1,6204.1,1964.44,1964.44,1964.44,N/A,N/A,N/A,1964.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
11960,INSERTION OF TISSUE EXPANDER,Outpatient,Package,13196.8,13196.8,1964.44,1964.44,1964.44,N/A,N/A,N/A,1964.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
11971,REMOVAL OF TISSUE EXPANDER,Outpatient,Line,8226.85,8226.85,4508.27,4508.27,4508.27,N/A,N/A,N/A,4508.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
11971,REMOVAL OF TISSUE EXPANDER,Outpatient,Package,17228.44,17228.44,4508.27,4508.27,4508.27,N/A,N/A,N/A,4508.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
14040,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",Outpatient,Line,5887.33,5887.33,435.3,2275.49,1115.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,820.85,N/A,N/A,1436.12,N/A,1216.02,2275.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510.24,N/A,N/A,N/A,N/A,N/A,
14040,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.0 SQ CM OR LESS",Outpatient,Package,6697.91,6697.91,435.3,2275.49,1115.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,820.85,N/A,N/A,1436.12,N/A,1216.02,2275.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510.24,N/A,N/A,N/A,N/A,N/A,
14041,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",Outpatient,Line,6204.1,6204.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
14041,"REPAIR OF WOUND OF FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET BY TRANSFERRING SKIN, 10.1-30.0 SQ CM",Outpatient,Package,14113.54,14113.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15004,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",Outpatient,Line,4441.55,4441.55,632.74,632.74,632.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,632.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15004,"PREPARATION OF SKIN GRAFT SITE OF FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",Outpatient,Package,5095.43,5095.43,632.74,632.74,632.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,632.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15120,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",Outpatient,Line,4136.06,4136.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15120,"PARTIAL THICKNESS SELF SKIN GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, AROUND EYES, GENITALS, HANDS, FEET, FINGERS, OR TOES, 100.0 SQ CM OR 1% BODY AREA FOR INFANTS AND CHILDREN, OR LESS",Outpatient,Package,13260.14,13260.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15240,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",Outpatient,Line,4589.34,4589.34,1075.09,2813,1977.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1641.7,N/A,N/A,1774.84,N/A,2813,2583.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1075.09,N/A,N/A,N/A,N/A,N/A,
15240,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, 20.0 SQ CM OR LESS",Outpatient,Package,5295.29,5295.29,1075.09,2813,1977.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1641.7,N/A,N/A,1774.84,N/A,2813,2583.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1075.09,N/A,N/A,N/A,N/A,N/A,
15241,"FULL THICKNESS SKIN GRAFT TO FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET, EACH ADDITIONAL 20.0 SQ CM",Outpatient,Line,4136.06,4136.06,208.95,208.95,208.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15769,SELF SOFT TISSUE GRAFT,Outpatient,Line,6270.08,6270.08,225.75,225.75,225.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15769,SELF SOFT TISSUE GRAFT,Outpatient,Package,13146.21,13146.21,225.75,225.75,225.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15771,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",Outpatient,Line,7186.79,7186.79,5080.33,5080.33,5080.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5080.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15771,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, 50.0 CC OR LESS",Outpatient,Package,7739.16,7739.16,5080.33,5080.33,5080.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5080.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15772,"GRAFT USING PATIENT'S FAT REMOVED BY LIPOSUCTION AND INSERTED INTO TRUNK, BREASTS, SCALP, ARMS, OR LEGS, EACH ADDITIONAL 50.0 CC",Outpatient,Line,4576.06,4576.06,266.59,266.59,266.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
17250,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,Outpatient,Line,364.4,364.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
17250,APPLICATION OF CHEMICAL TO STOP TISSUE REGROWTH IN WOUND,Outpatient,Package,372.3,372.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
